Constituency_Tree,Named_Entities,POS_Tags,Semantic_Roles,Sentence,SentenceID
"[u'(TOP (S (S (NP (JJ Nitrogen) (NNS oxides)) (VP (MD can) (ADVP (RB also)) (VP (VB be) (VP (VBN produced) (ADVP (RB naturally)) (PP (IN by) (NP (NN lightning) (NNS strikes))))))) (CC and) (S (NP (NN sulfur) (NN dioxide)) (VP (VBZ is) (VP (VBN produced) (PP (IN by) (NP (NP (JJ volcanic) (JJ eruptions.The) (NNS chemicals)) (VP (VBN found) (PP (IN in) (NP (NN acid) (NN rain))) (VP (MD can) (VP (VB cause) (S (NP (NP (NN paint)) (PP (TO to) (NP (NN peel) (CC and) (NN stone) (NNS statues)))) (VP (TO to) (VP (VP (VB begin) (S (VP (TO to) (VP (VB appear) (ADJP (JJ old) (CC and) (JJ worn))))) (PRT (RP down))) (, ,) (SBAR (WHNP (WDT which)) (S (VP (VBZ reduces) (NP (PRP$ their) (NN value) (CC and) (NN beauty)))))))))))))))) (. .)))']","[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'NN', u'NNS', u'MD', u'RB', u'VB', u'VBN', u'RB', u'IN', u'NN', u'NNS', u'CC', u'NN', u'NN', u'VBZ', u'VBN', u'IN', u'JJ', u'NNP', u'NNS', u'VBD', u'IN', u'JJ', u'NN', u'MD', u'VB', u'NN', u'TO', u'VB', u'CC', u'VB', u'NNS', u'TO', u'VB', u'TO', u'VB', u'JJ', u'CC', u'JJ', u'RB', u',', u'WDT', u'VBZ', u'PRP$', u'NN', u'CC', u'NN', u'.']]","[[u'5-5/produced[A1=0-1/Nitrogen_oxides, AM-MOD=2-2/can, AM-DIS=3-3/also, AM-MNR=6-6/naturally, A0=7-9/by_lightning_strikes]', u'14-14/produced[A1=11-12/sulfur_dioxide, A0=15-45/by_volcanic_eruptions.The_chemicals_found_in_acid_rain_can_cause_paint_to_peel_and_stone_statues_to_begin_to_appear_old_and_worn_down_,_which_reduces_their_value_and_beauty]', u'19-19/found[A1=16-18/volcanic_eruptions.The_chemicals, AM-LOC=20-22/in_acid_rain, C-A1=23-45/can_cause_paint_to_peel_and_stone_statues_to_begin_to_appear_old_and_worn_down_,_which_reduces_their_value_and_beauty]', u'24-24/cause[AM-LOC=20-22/in_acid_rain, AM-MOD=23-23/can, A1=25-45/paint_to_peel_and_stone_statues_to_begin_to_appear_old_and_worn_down_,_which_reduces_their_value_and_beauty]', u'32-32/begin[A1=25-30/paint_to_peel_and_stone_statues, A1=33-37/to_appear_old_and_worn, AM-ADV=40-45/which_reduces_their_value_and_beauty]', u'34-34/appear[A1=25-30/paint_to_peel_and_stone_statues, C-A1=35-37/old_and_worn]', u'41-41/reduces[R-A0=40-40/which, A1=42-45/their_value_and_beauty]']]","Nitrogen oxides can also be produced naturally by lightning strikes and sulfur dioxide is produced by volcanic eruptions.The chemicals found in acid rain can cause paint to peel and stone statues to begin to appear old and worn down, which reduces their value and beauty.",2f7f1ddf-d585-49cc-8c8d-c93f5c622b41
"[u'(TOP (S (PP (IN In) (NP (CD 1869))) (, ,) (NP (NP (NP (DT the) (NN year)) (PP (IN after) (NP (DT the) (NNP Meiji) (NNP Restoration)))) (, ,) (NP (DT the) (NN daimyo)) (, ,) (ADVP (RB together) (PP (IN with) (NP (DT the) (NN kuge)))) (, ,)) (VP (VBD formed) (NP (DT a) (JJ new) (NN aristocracy)) (, ,) (NP (DT the) (NN kazoku))) (. .)))']","[{u'Tokens': [{u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 17, u'Offset': 28}], u'Len': 0, u'Offset': 0}]","[[u'IN', u'CD', u',', u'DT', u'NN', u'IN', u'DT', u'NNP', u'NNP', u',', u'DT', u'NN', u',', u'RB', u'IN', u'DT', u'NN', u',', u'VBN', u'DT', u'JJ', u'NN', u',', u'DT', u'NN', u'.']]","[[u'18-18/formed[AM-TMP=0-1/In_1869, A0=3-17/the_year_after_the_Meiji_Restoration_,_the_daimyo_,_together_with_the_kuge_,, A1=19-21/a_new_aristocracy, A1=23-24/the_kazoku]']]","In 1869, the year after the Meiji Restoration , the daimyo, together with the kuge , formed a new aristocracy, the kazoku .",430b3783-33dd-44d3-8c38-c5ecf3f4a335
"[u'(TOP (S (PP (IN In) (NP (CD 1821))) (, ,) (NP (DT the) (NNP Greeks)) (VP (VBD declared) (NN war) (PP (IN on) (NP (DT the) (NNP Sultan)))) (. .)))']","[{u'Tokens': [{u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 6, u'Offset': 41}], u'Len': 0, u'Offset': 0}]","[[u'IN', u'CD', u',', u'DT', u'NNP', u'VBD', u'NN', u'IN', u'DT', u'NNP', u'.']]","[[u'5-5/declared[AM-TMP=0-1/In_1821, A0=3-4/the_Greeks, AM-LOC=7-9/on_the_Sultan]']]","In 1821 , the Greeks declared war on the Sultan.",c549ea49-9cbf-4bca-b7f7-50f3915d01e2
[u'(TOP (S (NP (NP (DT The) (NN trial)) (PP (IN for) (NP (NN heresy)))) (VP (VBD was) (ADJP (RB politically) (JJ motivated))) (. .)))'],"[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'DT', u'NN', u'IN', u'NN', u'VBD', u'RB', u'VBN', u'.']]","[[u'4-4/was[A1=0-3/The_trial_for_heresy, A1=5-6/politically_motivated]']]",The trial for heresy was politically motivated.,b71901c1-040c-4594-8427-555af9e058d1
"[u'(TOP (S (IN On) (NP (DT the) (JJ same) (NN ship)) (VP (VBD were) (NP (NP (JJ several) (JJ other) (JJ Dutch) (NNS travellers)) (, ,) (PP (VBG including) (NP (NP (NNP Elias) (NNP Hesse)) (, ,) (SBAR (WHNP (WP who)) (S (VP (MD would) (VP (VB be) (VP (VBN called) (S (NP (DT a) (NN travel) (NN writer)) (RB nowadays))))))))))) (. .)))']","[{u'Tokens': [{u'NormalizedToken': u'PERS', u'RawToken': None, u'Len': 11, u'Offset': 64}], u'Len': 0, u'Offset': 0}]","[[u'IN', u'DT', u'JJ', u'NN', u'VBD', u'JJ', u'JJ', u'JJ', u'NNS', u',', u'VBG', u'NNP', u'NNP', u',', u'WP', u'MD', u'VB', u'VBN', u'DT', u'NN', u'NN', u'RB', u'.']]","[[u'4-4/were[AM-DIS=0-0/On, A0=1-3/the_same_ship, A1=5-21/several_other_Dutch_travellers_,_including_Elias_Hesse_,_who_would_be_called_a_travel_writer_nowadays]', u'10-10/including[A2=5-8/several_other_Dutch_travellers, A1=11-21/Elias_Hesse_,_who_would_be_called_a_travel_writer_nowadays]', u'17-17/called[A1=11-12/Elias_Hesse, R-A1=14-14/who, AM-MOD=15-15/would, A2=18-21/a_travel_writer_nowadays]']]","On the same ship were several other Dutch travellers, including Elias Hesse , who would be called a travel writer nowadays.",39c0dfad-3ce1-476d-804f-addf0a17d6c0
"[u'(TOP (S (NP (NP (NNP Rabbinical)) (CC and) (NP (NNP Karaite) (NNPS Jews))) (NP (DT each)) (VP (VBP hold) (SBAR (SBAR (IN that) (S (NP (DT the) (NNS others)) (VP (VBP are) (NP (NNPS Jews))))) (, ,) (CC but) (SBAR (IN that) (S (NP (DT the) (JJ other) (NN faith)) (VP (VBZ is) (JJ erroneous)))))) (. .)))']","[{u'Tokens': [{u'NormalizedToken': u'PERS', u'RawToken': None, u'Len': 12, u'Offset': 15}, {u'NormalizedToken': u'PERS', u'RawToken': None, u'Len': 4, u'Offset': 58}], u'Len': 0, u'Offset': 0}]","[[u'NNP', u'CC', u'NNP', u'NNPS', u'DT', u'VB', u'IN', u'DT', u'NNS', u'VBP', u'NNS', u',', u'CC', u'IN', u'DT', u'JJ', u'NN', u'VBZ', u'JJ', u'.']]","[[u'5-5/hold[A0=0-3/Rabbinical_and_Karaite_Jews, A1=4-4/each, A1=6-18/that_the_others_are_Jews_,_but_that_the_other_faith_is_erroneous]', u'9-9/are[A0=7-8/the_others, A1=10-10/Jews]', u'17-17/is[A1=14-16/the_other_faith]']]","Rabbinical and Karaite Jews each hold that the others are Jews, but that the other faith is erroneous.",63d98f2e-c527-43c5-aeec-8b38e85fb33e
[u'(TOP (S (NP (NNP Elliot)) (VP (VBD reported) (SBAR (IN that) (S (NP (PRP they)) (VP (VBD were) (VP (VBG protecting) (NP (PRP$ their) (CD 29) (NNS ships)) (PP (IN in) (NP (NNP Chuenpee))) (PP (IN between) (NP (DT the) (NNP Qing) (NNS batteries)))))))) (. .)))'],"[{u'Tokens': [{u'NormalizedToken': u'PERS', u'RawToken': None, u'Len': 6, u'Offset': 0}, {u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 8, u'Offset': 60}, {u'NormalizedToken': u'ORG', u'RawToken': None, u'Len': 14, u'Offset': 81}], u'Len': 0, u'Offset': 0}]","[[u'NNP', u'VBD', u'IN', u'PRP', u'VBD', u'VBG', u'PRP$', u'CD', u'NNS', u'IN', u'NNP', u'IN', u'DT', u'NNP', u'NNS', u'.']]","[[u'1-1/reported[A0=0-0/Elliot, A1=2-14/that_they_were_protecting_their_29_ships_in_Chuenpee_between_the_Qing_batteries]', u'5-5/protecting[A0=3-3/they, A1=6-8/their_29_ships, AM-LOC=9-10/in_Chuenpee, A2=11-14/between_the_Qing_batteries]']]",Elliot reported that they were protecting their 29 ships in Chuenpee between the Qing batteries.,e483e8ad-aad3-44d8-afe7-3a89ffabfceb
"[u""(TOP (S (NP (NP (DT The) (CD 2004) (NN film)) (SBAR (NP (DT The) (NN Day)) (IN After) (NN Tomorrow))) (VP (VP (VBZ includes) (NP (NP (JJ several) (NNS mentions)) (PP (IN of) (NP (JJ actual) (JJ tropical) (NNS cyclones))))) (CONJP (RB as) (RB well) (IN as)) (VP (VBG featuring) (NP (JJ fantastical) (NP (`` `) (NP (NN hurricane-like)) (POS ')) (NN non-tropical) (NNP Arctic) (NNS storms)))) (. .)))""]","[{u'Tokens': [{u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 6, u'Offset': 154}], u'Len': 0, u'Offset': 0}]","[[u'DT', u'CD', u'NN', u'DT', u'NNP', u'NNP', u'NNP', u'VBZ', u'JJ', u'NNS', u'IN', u'JJ', u'JJ', u'NNS', u'IN', u'RB', u'IN', u'VBG', u'JJ', u'``', u'JJ', u""''"", u'JJ', u'NNP', u'NNS', u'.']]","[[u'7-7/includes[A2=0-6/The_2004_film_The_Day_After_Tomorrow, A1=8-13/several_mentions_of_actual_tropical_cyclones]', u""17-17/featuring[A0=0-6/The_2004_film_The_Day_After_Tomorrow, A1=18-24/fantastical_`_hurricane-like_'_non-tropical_Arctic_storms]""]]",The 2004 film The Day After Tomorrow includes several mentions of actual tropical cyclones as well as featuring fantastical 'hurricane-like' non-tropical Arctic storms.,c1643223-db33-438e-9d4f-e1551233a220
"[u""(TOP (S (NP (NNP Little)) (VP (VBZ is) (VP (VBN known) (PP (IN about) (NP (NP (NNP Leonardo) (POS 's)) (JJ early) (NN life))))) (. .)))""]","[{u'Tokens': [{u'NormalizedToken': u'PERS', u'RawToken': None, u'Len': 8, u'Offset': 22}], u'Len': 0, u'Offset': 0}]","[[u'NNP', u'VBZ', u'VBN', u'IN', u'NNP', u'POS', u'JJ', u'NN', u'.']]","[[u""2-2/known[A1=0-0/Little, A2=3-7/about_Leonardo_'s_early_life]""]]",Little is known about Leonardo's early life.,90037250-d1f5-4225-a313-168622af9918
"[u'(TOP (S (NP (PRP It)) (VP (VP (VBZ is) (NP (NP (DT a) (JJ single-step) (, ,) (JJ 5-cylinder) (NN engine)) (PRN (-LRB- -LRB-) (NP (DT no) (NN compound)) (-RRB- -RRB-)) (PP (IN with) (NP (JJ superheated) (NN steam))))) (CC and) (VP (VBZ consumes) (NP (NP (NN approx.)) (PP (IN of) (NP (NN steam)))) (PP (IN per) (JJ kWh)))) (. .)))']","[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'PRP', u'VBZ', u'DT', u'JJ', u',', u'JJ', u'NN', u'-LRB-', u'DT', u'NN', u'-RRB-', u'IN', u'VBN', u'NN', u'CC', u'VBZ', u'VBN', u'IN', u'NN', u'IN', u'JJ', u'.']]","[[u'1-1/is[A0=0-0/It, A1=2-13/a_single-step_,_5-cylinder_engine_-LRB-_no_compound_-RRB-_with_superheated_steam]', u'15-15/consumes[A0=0-0/It, A1=16-18/approx._of_steam, AM-MNR=19-20/per_kWh]']]","It is a single-step, 5-cylinder engine (no compound) with superheated steam and consumes approx. of steam per kWh.",8a25ea41-4a23-4bcb-86be-41711a2f06f7
[u'(TOP (S (NP (JJ Ice) (NNS streams)) (VP (VBP are) (NP (NP (JJ fast-moving) (NNS sections)) (PP (IN of) (NP (DT an) (NN ice) (NN sheet))))) (. .)))'],"[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'NNP', u'NNS', u'VBP', u'JJ', u'NNS', u'IN', u'DT', u'NN', u'NN', u'.']]","[[u'2-2/are[A1=0-1/Ice_streams, A1=3-8/fast-moving_sections_of_an_ice_sheet]']]",Ice streams are fast-moving sections of an ice sheet.,32016489-f484-405b-ad30-67de4eb19bbf
"[u'(TOP (S (PP (IN In) (NP (CD 1614))) (, ,) (NP (PRP he)) (VP (VBD published) (NP (NP (DT the) (NNP Viaje) (FW del) (NNP Parnaso)) (CC and) (PP (IN in) (NP (CD 1615))) (, ,) (NP (DT the) (NNP Eight) (NNP Comedies)) (CC and) (NP (CD Eight) (NNP New) (NNP Interludes)))) (. .)))']","[{u'Tokens': [{u'NormalizedToken': u'PERS', u'RawToken': None, u'Len': 7, u'Offset': 36}, {u'NormalizedToken': u'ORG', u'RawToken': None, u'Len': 14, u'Offset': 61}, {u'NormalizedToken': u'ORG', u'RawToken': None, u'Len': 20, u'Offset': 80}], u'Len': 0, u'Offset': 0}]","[[u'IN', u'CD', u',', u'PRP', u'VBD', u'DT', u'NNP', u'NNP', u'NNP', u'CC', u'IN', u'CD', u',', u'DT', u'NNP', u'NNP', u'CC', u'NNP', u'NNP', u'NNP', u'.']]","[[u'4-4/published[AM-TMP=0-1/In_1614, A0=3-3/he, A1=5-19/the_Viaje_del_Parnaso_and_in_1615_,_the_Eight_Comedies_and_Eight_New_Interludes]']]","In 1614, he published the Viaje del Parnaso and in 1615, the Eight Comedies and Eight New Interludes.",daa33240-e3ed-4eff-8fed-7ec9460a2834
"[u'(TOP (S (PP (JJ Due) (TO to) (NP (NP (NNS differences)) (PP (IN in) (NP (NP (JJ raw) (NNS materials)) (CC and) (NP (NN manufacturing) (NNS techniques)))))) (, ,) (NP (JJ modern) (NNS attempts) (S (VP (TO to) (VP (VB duplicate) (NP (DT the) (NN metal)))))) (VP (VBP have) (RB not) (VP (VBN been) (ADJP (RB entirely) (JJ successful)))) (. .)))']","[{u'Tokens': [{u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 3, u'Offset': 0}], u'Len': 0, u'Offset': 0}]","[[u'JJ', u'TO', u'NNS', u'IN', u'JJ', u'NNS', u'CC', u'VBG', u'NNS', u',', u'JJ', u'NNS', u'TO', u'VB', u'DT', u'NN', u'VBP', u'RB', u'VBN', u'RB', u'JJ', u'.']]","[[u'13-13/duplicate[A1=14-15/the_metal]', u'18-18/been[AM-ADV=0-8/Due_to_differences_in_raw_materials_and_manufacturing_techniques, A1=10-15/modern_attempts_to_duplicate_the_metal, AM-NEG=17-17/not, AM-MNR=19-20/entirely_successful]']]","Due to differences in raw materials and manufacturing techniques, modern attempts to duplicate the metal have not been entirely successful.",075e9d78-078b-4879-ad2f-d2bac91ac10f
[u'(TOP (S (S (NP (NP (DT This) (NN change)) (PP (IN of) (NP (NN direction)))) (VP (VBD was) (VP (VBN compared) (PP (TO to) (NP (NN punk)))))) (CC and) (S (PP (IN in) (NP (DT the) (JJ late) (CD 1970s))) (VP (VBD became) (VP (VBN known) (PP (IN as) (NP (NP (DT the) (NNP New) (NNP Wave)) (PP (IN of) (NP (NP (NNP British) (NNP Heavy) (NNP Metal)) (PRN (-LRB- -LRB-) (NP (NNP NWOBHM)) (-RRB- -RRB-))))))))) (. .)))'],"[{u'Tokens': [{u'NormalizedToken': u'ORG', u'RawToken': None, u'Len': 25, u'Offset': 88}, {u'NormalizedToken': u'ORG', u'RawToken': None, u'Len': 6, u'Offset': 121}], u'Len': 0, u'Offset': 0}]","[[u'DT', u'NN', u'IN', u'NN', u'VBD', u'VBN', u'TO', u'VB', u'CC', u'IN', u'DT', u'JJ', u'NNS', u'VBD', u'VBN', u'IN', u'DT', u'NNP', u'NNP', u'IN', u'NNP', u'NNP', u'NNP', u'-LRB-', u'NNP', u'-RRB-', u'.']]","[[u'5-5/compared[A1=0-3/This_change_of_direction, A2=6-7/to_punk]', u'14-14/known[AM-TMP=9-12/in_the_late_1970s, A2=15-25/as_the_New_Wave_of_British_Heavy_Metal_-LRB-_NWOBHM_-RRB-]']]",This change of direction was compared to punk and in the late 1970s became known as the New Wave of British Heavy Metal (NWOBHM).,6575a883-e7ee-44b2-8c90-3dc711a5b45b
"[u'(TOP (S (CONJP (RB Not) (RB only)) (SINV (VP (VBZ is) (EX there)) (NP (NP (JJ much) (NN ice)) (PP (IN atop) (NP (DT the) (NN volcano))))) (, ,) (S (NP (DT the) (NN volcano)) (VP (VBZ is) (ADVP (RB also)) (ADVP (RB slowly)) (VP (VBG being) (VP (VBN weakened) (PP (IN by) (NP (JJ hydrothermal) (NN activity))))))) (. .)))']","[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'RB', u'RB', u'VBZ', u'RB', u'JJ', u'NN', u'IN', u'DT', u'NN', u',', u'DT', u'NN', u'VBZ', u'RB', u'RB', u'VBG', u'VBN', u'IN', u'JJ', u'NN', u'.']]","[[u'2-2/is[A1=4-8/much_ice_atop_the_volcano]', u'16-16/weakened[A1=10-11/the_volcano, AM-DIS=13-13/also, AM-MNR=14-14/slowly, A0=17-19/by_hydrothermal_activity]']]","Not only is there much ice atop the volcano, the volcano is also slowly being weakened by hydrothermal activity.",fd4f5d6f-de2b-41b9-9d32-e288e75a0223
"[u'(TOP (S (SBAR (IN As) (S (NP (NNP Socrates)) (VP (VBD did) (RB not) (VP (VB write) (NP (NN philosophical) (NNS texts)))))) (, ,) (NP (NP (DT the) (NN knowledge)) (PP (IN of) (NP (DT the) (NN man))) (, ,) (NP (PRP$ his) (NN life)) (, ,) (CC and) (NP (PRP$ his) (NN philosophy))) (VP (VBZ is) (VP (ADVP (RB entirely)) (VBN based) (PP (IN on) (NNS writings)) (PP (IN by) (NP (PRP$ his) (NNS students) (CC and) (NNS contemporaries))))) (. .)))']","[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'IN', u'NNP', u'VBD', u'RB', u'VB', u'JJ', u'NNS', u',', u'DT', u'NN', u'IN', u'DT', u'NN', u',', u'PRP$', u'NN', u',', u'CC', u'PRP$', u'NN', u'VBZ', u'RB', u'VBN', u'IN', u'NNS', u'IN', u'PRP$', u'NNS', u'CC', u'NNS', u'.']]","[[u'4-4/write[A0=1-1/Socrates, AM-NEG=3-3/not, A1=5-6/philosophical_texts]', u'22-22/based[AM-ADV=0-6/As_Socrates_did_not_write_philosophical_texts, A1=8-19/the_knowledge_of_the_man_,_his_life_,_and_his_philosophy, AM-MNR=21-21/entirely, A2=23-24/on_writings, A0=25-29/by_his_students_and_contemporaries]']]","As Socrates did not write philosophical texts, the knowledge of the man, his life, and his philosophy is entirely based on writings by his students and contemporaries.",2544a3d2-aa3f-46c6-a33f-0d6026f1f3db
[u'(TOP (S (NP (DT The) (NN road)) (VP (VBZ is) (VP (VBN maintained) (PP (IN by) (NP (NP (DT the) (NN city)) (PP (IN of) (NP (NNP Colorado) (NNP Springs))))) (PP (IN as) (NP (DT a) (NN toll) (NN road))))) (. .)))'],"[{u'Tokens': [{u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 16, u'Offset': 38}], u'Len': 0, u'Offset': 0}]","[[u'DT', u'NN', u'VBZ', u'VBN', u'IN', u'DT', u'NN', u'IN', u'NNP', u'NNP', u'IN', u'DT', u'NN', u'NN', u'.']]","[[u'3-3/maintained[A1=0-1/The_road, A0=4-9/by_the_city_of_Colorado_Springs, AM-MNR=10-13/as_a_toll_road]']]",The road is maintained by the city of Colorado Springs as a toll road .,26c2886f-80b1-4a63-8905-fa7560ef6acb
[u'(TOP (S (SBAR (IN If) (S (NP (NP (DT a) (NN body)) (PP (IN of) (NP (NN water)))) (VP (VBZ is) (VP (VBN labeled) (RB merely) (SBAR (IN as) (NN lake)))))) (ADVP (RB then)) (NP (EX there)) (VP (VBP are) (NP (DT no) (JJ such) (NNS obligations))) (. .)))'],"[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'IN', u'DT', u'NN', u'IN', u'NN', u'VBZ', u'VBN', u'RB', u'IN', u'NN', u'RB', u'EX', u'VBP', u'DT', u'JJ', u'NNS', u'.']]","[[u'6-6/labeled[A1=1-4/a_body_of_water, AM-TMP=8-9/as_lake]', u'12-12/are[AM-ADV=0-9/If_a_body_of_water_is_labeled_merely_as_lake, AM-TMP=10-10/then, A0=11-11/there, A1=13-15/no_such_obligations]']]",If a body of water is labeled merely as lake then there are no such obligations.,dbd4eb0e-7c8d-4965-a536-c29fe6763f01
[u'(TOP (S (NP (NP (DT The) (NN success)) (PP (IN of) (NP (DT the) (NNP First) (NNP Opium) (NNP War)))) (VP (VBD allowed) (S (NP (DT the) (NNPS British)) (VP (TO to) (VP (VB resume) (NP (DT the) (NN opium) (NN trade)) (PP (IN with) (NP (NNP China))))))) (. .)))'],"[{u'Tokens': [{u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 5, u'Offset': 86}], u'Len': 0, u'Offset': 0}]","[[u'DT', u'NN', u'IN', u'DT', u'NNP', u'NNP', u'NNP', u'VBD', u'DT', u'JJ', u'TO', u'VB', u'DT', u'NN', u'NN', u'IN', u'NNP', u'.']]","[[u'7-7/allowed[A0=0-6/The_success_of_the_First_Opium_War, A1=8-16/the_British_to_resume_the_opium_trade_with_China]', u'11-11/resume[A0=8-9/the_British, A1=12-14/the_opium_trade, AM-MNR=15-16/with_China]']]",The success of the First Opium War allowed the British to resume the opium trade with China.,2073df6c-55c1-44ba-9c1c-75e579c896e6
[u'(TOP (S (NP (NNP Berlin)) (VP (VBZ is) (NP (NP (DT an) (JJ important) (NN center)) (PP (IN in) (NP (DT the) (JJ European) (CC and) (JJ German) (NN film) (NN industry))))) (. .)))'],"[{u'Tokens': [{u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 6, u'Offset': 0}], u'Len': 0, u'Offset': 0}]","[[u'NNP', u'VBZ', u'DT', u'JJ', u'NN', u'IN', u'DT', u'JJ', u'CC', u'JJ', u'NN', u'NN', u'.']]","[[u'1-1/is[A0=0-0/Berlin, A1=2-11/an_important_center_in_the_European_and_German_film_industry]']]",Berlin is an important center in the European and German film industry .,fbe432a4-49b6-42e7-aa81-bf182ff22a92
"[u'(TOP (S (S (NP (PRP$ His) (NN father)) (VP (VBD rented) (NP (PRP him)) (NP (NP (DT a) (JJ small) (NN room)) (ADJP (RB close) (PP (TO to) (NP (NN home))))) (SBAR (IN so) (S (NP (NNP Picasso)) (VP (MD could) (VP (VB work) (ADVP (RB alone)))))))) (, ,) (CC yet) (S (NP (NNP Ruiz)) (VP (VBD checked) (PRT (RP up)) (PP (IN on) (NP (PRP him))) (NP (NP (JJ numerous) (NNS times)) (NP (DT a) (NN day))) (, ,) (S (VP (VBG judging) (NP (PRP$ his) (JJ son\u2019s) (NNS drawings)))))) (. .)))']","[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'PRP$', u'NN', u'VBD', u'PRP', u'DT', u'JJ', u'NN', u'NN', u'TO', u'NN', u'RB', u'NNP', u'MD', u'VB', u'RB', u',', u'RB', u'NNP', u'VBD', u'RP', u'IN', u'PRP', u'JJ', u'NNS', u'DT', u'NN', u',', u'VBG', u'PRP$', u'JJ', u'NNS', u'.']]","[[u'2-2/rented[A0=0-1/His_father, A1=3-3/him, A1=4-9/a_small_room_close_to_home, AM-TMP=10-14/so_Picasso_could_work_alone]', u'13-13/work[A0=11-11/Picasso, AM-MOD=12-12/could, AM-MNR=14-14/alone]', u'27-27/judging[A0=17-17/Ruiz, A1=28-30/his_son\u2019s_drawings]']]","His father rented him a small room close to home so Picasso could work alone, yet Ruiz checked up on him numerous times a day, judging his son’s drawings.",761ecc96-7a96-4f13-9139-26198e7bbd8c
[u'(TOP (S (NP (DT This) (NN force)) (VP (VBD contained) (NP (NP (DT the) (NN bulk)) (PP (IN of) (NP (DT the) (JJ elite) (NNP Mongolian) (NN cavalry))))) (. .)))'],"[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'DT', u'NN', u'VBD', u'DT', u'NN', u'IN', u'DT', u'JJ', u'JJ', u'NN', u'.']]","[[u'2-2/contained[A0=0-1/This_force, A1=3-9/the_bulk_of_the_elite_Mongolian_cavalry]']]",This force contained the bulk of the elite Mongolian cavalry .,7f43c896-a1c3-4745-a88c-cc8c6409910b
[u'(TOP (S (NP (NP (DT The) (JJ African) (NN country)) (PP (IN with) (NP (DT the) (JJS largest) (NNP White) (JJ African) (NN population)))) (VP (VBZ is) (NP (NNP South) (NNP Africa))) (. .)))'],"[{u'Tokens': [{u'NormalizedToken': u'LOC', u'RawToken': None, u'Len': 12, u'Offset': 65}], u'Len': 0, u'Offset': 0}]","[[u'DT', u'JJ', u'NN', u'IN', u'DT', u'JJS', u'NNP', u'JJ', u'NN', u'VBZ', u'NNP', u'NNP', u'.']]","[[u'9-9/is[A0=0-8/The_African_country_with_the_largest_White_African_population, A1=10-11/South_Africa]']]",The African country with the largest White African population is South Africa .,eb3410b9-51b6-4a30-b91b-9e9a5b40965d
[u'(TOP (S (NP (JJ Mismatched) (NNS chopsticks)) (VP (VBP are) (RB not) (S (VP (TO to) (VP (VB be) (VP (VBN used)))))) (. .)))'],"[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'JJ', u'NNS', u'VBP', u'RB', u'TO', u'VB', u'VBN', u'.']]","[[u'2-2/are[A1=0-1/Mismatched_chopsticks, AM-NEG=3-3/not, AM-PNC=4-6/to_be_used]', u'6-6/used[A1=0-1/Mismatched_chopsticks]']]",Mismatched chopsticks are not to be used.,f3df7922-c43b-48ec-a852-cc582b1d21da
"[u""(TOP (S (ADVP (RB Occasionally)) (, ,) (PP (IN in) (NP (NP (DT the) (NN case)) (PP (IN of) (NP (NN apology) (CC and) (NN begging))))) (, ,) (NP (NNS people)) (VP (VBP crouch) (PRT (RP down)) (PP (IN like) (S (NP (NNP Sujud)) (VP (TO to) (VP (VB show) (NP (NP (NN one) (POS 's)) (JJ absolute) (NX (NX (NN submission)) (CC or) (NX (JJ extreme) (NN regret))))))))) (. .)))""]","[{u'Tokens': [], u'Len': 0, u'Offset': 0}]","[[u'RB', u',', u'IN', u'DT', u'NN', u'IN', u'NN', u'CC', u'VBG', u',', u'NNS', u'VBP', u'RP', u'IN', u'NNP', u'TO', u'VB', u'CD', u'POS', u'JJ', u'NN', u'CC', u'JJ', u'NN', u'.']]","[[u""11-11/crouch[AM-DIS=0-0/Occasionally, AM-LOC=2-8/in_the_case_of_apology_and_begging, A0=10-10/people, AM-MNR=13-23/like_Sujud_to_show_one_'s_absolute_submission_or_extreme_regret]"", u""16-16/show[A0=10-10/people, A0=14-14/Sujud, A1=17-23/one_'s_absolute_submission_or_extreme_regret]""]]","Occasionally, in the case of apology and begging, people crouch down like Sujud to show one's absolute submission or extreme regret.",8e53cf0c-bea1-4aa0-81a2-202e48147a56
